"","topic","term","beta"
"40653",13,"fun",6.00734097066616e-06
"40654",14,"fun",6.57146800023657e-06
"40655",15,"fun",5.52904684761394e-06
"40656",16,"fun",6.32354716503883e-05
"40657",17,"fun",5.4787615807323e-06
"40658",18,"fun",5.98146940777471e-06
"40659",19,"fun",6.02834527950423e-06
"40660",20,"fun",6.60009372133084e-06
"40661",1,"replicaset",6.17730089014906e-06
"40662",2,"replicaset",6.11459983001412e-06
"40663",3,"replicaset",6.57838474341011e-06
"40664",4,"replicaset",6.24949222875641e-06
"40665",5,"replicaset",5.15748376681984e-06
"40666",6,"replicaset",4.90838499408539e-06
"40667",7,"replicaset",6.06123055102647e-06
"40668",8,"replicaset",6.61056500499098e-06
"40669",9,"replicaset",5.57621854315714e-06
"40670",10,"replicaset",6.07928604864644e-06
"40671",11,"replicaset",5.3861027776132e-06
"40672",12,"replicaset",4.67567201095977e-06
"40673",13,"replicaset",6.00734097066616e-06
"40674",14,"replicaset",6.57146800023657e-06
"40675",15,"replicaset",5.52904684761394e-06
"40676",16,"replicaset",5.74867924094439e-06
"40677",17,"replicaset",5.4787615807323e-06
"40678",18,"replicaset",6.57961634855218e-05
"40679",19,"replicaset",6.02834527950423e-06
"40680",20,"replicaset",6.60009372133084e-06
"40681",1,"cor",6.17730089014906e-06
"40682",2,"cor",6.11459983001412e-06
"40683",3,"cor",7.23622321775112e-05
"40684",4,"cor",6.24949222875641e-06
"40685",5,"cor",5.15748376681984e-06
"40686",6,"cor",4.90838499408539e-06
"40687",7,"cor",6.06123055102647e-06
"40688",8,"cor",6.61056500499098e-06
"40689",9,"cor",5.57621854315714e-06
"40690",10,"cor",6.07928604864644e-06
"40691",11,"cor",5.3861027776132e-06
"40692",12,"cor",4.67567201095977e-06
"40693",13,"cor",6.00734097066616e-06
"40694",14,"cor",6.57146800023657e-06
"40695",15,"cor",5.52904684761394e-06
"40696",16,"cor",5.74867924094439e-06
"40697",17,"cor",5.4787615807323e-06
"40698",18,"cor",5.98146940777471e-06
"40699",19,"cor",6.02834527950423e-06
"40700",20,"cor",6.60009372133084e-06
"40701",1,"fds",6.17730089014906e-06
"40702",2,"fds",6.11459983001412e-06
"40703",3,"fds",6.57838474341011e-06
"40704",4,"fds",6.24949222875641e-06
"40705",5,"fds",5.15748376681984e-06
"40706",6,"fds",4.90838499408539e-06
"40707",7,"fds",6.06123055102647e-06
"40708",8,"fds",6.61056500499098e-06
"40709",9,"fds",5.57621854315714e-06
"40710",10,"fds",6.07928604864644e-06
"40711",11,"fds",5.3861027776132e-06
"40712",12,"fds",4.67567201095977e-06
"40713",13,"fds",6.00734097066616e-06
"40714",14,"fds",6.57146800023657e-06
"40715",15,"fds",5.52904684761394e-06
"40716",16,"fds",5.74867924094439e-06
"40717",17,"fds",5.4787615807323e-06
"40718",18,"fds",6.57961634855218e-05
"40719",19,"fds",6.02834527950423e-06
"40720",20,"fds",6.60009372133084e-06
"40721",1,"definite",6.17730089014906e-06
"40722",2,"definite",6.11459983001412e-06
"40723",3,"definite",6.57838474341011e-06
"40724",4,"definite",6.24949222875641e-06
"40725",5,"definite",5.15748376681984e-06
"40726",6,"definite",4.90838499408539e-06
"40727",7,"definite",6.06123055102647e-06
"40728",8,"definite",6.61056500499098e-06
"40729",9,"definite",5.57621854315714e-06
"40730",10,"definite",6.07928604864644e-06
"40731",11,"definite",5.3861027776132e-06
"40732",12,"definite",4.67567201095977e-06
"40733",13,"definite",6.00734097066616e-06
"40734",14,"definite",6.57146800023657e-06
"40735",15,"definite",6.08195153237533e-05
"40736",16,"definite",5.74867924094439e-06
"40737",17,"definite",5.4787615807323e-06
"40738",18,"definite",5.98146940777471e-06
"40739",19,"definite",6.02834527950423e-06
"40740",20,"definite",6.60009372133084e-06
"40741",1,"speed",6.17730089014906e-06
"40742",2,"speed",6.11459983001412e-06
"40743",3,"speed",6.57838474341011e-06
"40744",4,"speed",6.24949222875641e-06
"40745",5,"speed",5.15748376681984e-06
"40746",6,"speed",4.90838499408539e-06
"40747",7,"speed",6.06123055102647e-06
"40748",8,"speed",6.61056500499098e-06
"40749",9,"speed",5.57621854315714e-06
"40750",10,"speed",6.07928604864644e-06
"40751",11,"speed",5.3861027776132e-06
"40752",12,"speed",4.67567201095977e-06
"40753",13,"speed",6.00734097066616e-06
"40754",14,"speed",6.57146800023657e-06
"40755",15,"speed",5.52904684761394e-06
"40756",16,"speed",5.74867924094439e-06
"40757",17,"speed",5.4787615807323e-06
"40758",18,"speed",5.98146940777471e-06
"40759",19,"speed",6.02834527950423e-06
"40760",20,"speed",7.26010309346392e-05
"40761",1,"gitter",6.17730089014906e-06
"40762",2,"gitter",6.11459983001412e-06
"40763",3,"gitter",6.57838474341011e-06
"40764",4,"gitter",6.24949222875641e-06
"40765",5,"gitter",5.15748376681984e-06
"40766",6,"gitter",4.90838499408539e-06
"40767",7,"gitter",6.66735360612912e-05
"40768",8,"gitter",6.61056500499098e-06
"40769",9,"gitter",5.57621854315714e-06
"40770",10,"gitter",6.07928604864644e-06
"40771",11,"gitter",5.3861027776132e-06
"40772",12,"gitter",4.67567201095977e-06
"40773",13,"gitter",6.00734097066616e-06
"40774",14,"gitter",6.57146800023657e-06
"40775",15,"gitter",5.52904684761394e-06
"40776",16,"gitter",5.74867924094439e-06
"40777",17,"gitter",5.4787615807323e-06
"40778",18,"gitter",5.98146940777471e-06
"40779",19,"gitter",6.02834527950423e-06
"40780",20,"gitter",6.60009372133084e-06
"40781",1,"proceed",6.17730089014906e-06
"40782",2,"proceed",6.72605981301554e-05
"40783",3,"proceed",6.57838474341011e-06
"40784",4,"proceed",6.24949222875641e-06
"40785",5,"proceed",5.15748376681984e-06
"40786",6,"proceed",4.90838499408539e-06
"40787",7,"proceed",6.06123055102647e-06
"40788",8,"proceed",6.61056500499098e-06
"40789",9,"proceed",5.57621854315714e-06
"40790",10,"proceed",6.07928604864644e-06
"40791",11,"proceed",5.3861027776132e-06
"40792",12,"proceed",4.67567201095977e-06
"40793",13,"proceed",6.00734097066616e-06
"40794",14,"proceed",6.57146800023657e-06
"40795",15,"proceed",5.52904684761394e-06
"40796",16,"proceed",5.74867924094439e-06
"40797",17,"proceed",5.4787615807323e-06
"40798",18,"proceed",5.98146940777471e-06
"40799",19,"proceed",6.02834527950423e-06
"40800",20,"proceed",6.60009372133084e-06
"40801",1,"dirty",6.17730089014906e-06
"40802",2,"dirty",6.11459983001412e-06
"40803",3,"dirty",6.57838474341011e-06
"40804",4,"dirty",6.87444145163205e-05
"40805",5,"dirty",5.15748376681984e-06
"40806",6,"dirty",4.90838499408539e-06
"40807",7,"dirty",6.06123055102647e-06
"40808",8,"dirty",6.61056500499098e-06
"40809",9,"dirty",5.57621854315714e-06
"40810",10,"dirty",6.07928604864644e-06
"40811",11,"dirty",5.3861027776132e-06
"40812",12,"dirty",4.67567201095977e-06
"40813",13,"dirty",6.00734097066616e-06
"40814",14,"dirty",6.57146800023657e-06
"40815",15,"dirty",5.52904684761394e-06
"40816",16,"dirty",5.74867924094439e-06
"40817",17,"dirty",5.4787615807323e-06
"40818",18,"dirty",5.98146940777471e-06
"40819",19,"dirty",6.02834527950423e-06
"40820",20,"dirty",6.60009372133084e-06
"40821",1,"courier",6.17730089014906e-06
"40822",2,"courier",6.72605981301554e-05
"40823",3,"courier",6.57838474341011e-06
"40824",4,"courier",6.24949222875641e-06
"40825",5,"courier",5.15748376681984e-06
"40826",6,"courier",4.90838499408539e-06
"40827",7,"courier",6.06123055102647e-06
"40828",8,"courier",6.61056500499098e-06
"40829",9,"courier",5.57621854315714e-06
"40830",10,"courier",6.07928604864644e-06
"40831",11,"courier",5.3861027776132e-06
"40832",12,"courier",4.67567201095977e-06
"40833",13,"courier",6.00734097066616e-06
"40834",14,"courier",6.57146800023657e-06
"40835",15,"courier",5.52904684761394e-06
"40836",16,"courier",5.74867924094439e-06
"40837",17,"courier",5.4787615807323e-06
"40838",18,"courier",5.98146940777471e-06
"40839",19,"courier",6.02834527950423e-06
"40840",20,"courier",6.60009372133084e-06
"40841",1,"semantic",6.17730089014906e-06
"40842",2,"semantic",6.11459983001412e-06
"40843",3,"semantic",7.23622321775112e-05
"40844",4,"semantic",6.24949222875641e-06
"40845",5,"semantic",5.15748376681984e-06
"40846",6,"semantic",4.90838499408539e-06
"40847",7,"semantic",6.06123055102647e-06
"40848",8,"semantic",6.61056500499098e-06
"40849",9,"semantic",6.13384039747285e-05
"40850",10,"semantic",6.07928604864644e-06
"40851",11,"semantic",5.3861027776132e-06
"40852",12,"semantic",4.67567201095977e-06
"40853",13,"semantic",6.00734097066616e-06
"40854",14,"semantic",6.57146800023657e-06
"40855",15,"semantic",5.52904684761394e-06
"40856",16,"semantic",5.74867924094439e-06
"40857",17,"semantic",5.4787615807323e-06
"40858",18,"semantic",5.98146940777471e-06
"40859",19,"semantic",6.02834527950423e-06
"40860",20,"semantic",6.60009372133084e-06
"40861",1,"environnement",6.17730089014906e-06
"40862",2,"environnement",6.11459983001412e-06
"40863",3,"environnement",6.57838474341011e-06
"40864",4,"environnement",6.24949222875641e-06
"40865",5,"environnement",5.15748376681984e-06
"40866",6,"environnement",4.90838499408539e-06
"40867",7,"environnement",6.06123055102647e-06
"40868",8,"environnement",6.61056500499098e-06
"40869",9,"environnement",5.57621854315714e-06
"40870",10,"environnement",6.07928604864644e-06
"40871",11,"environnement",5.3861027776132e-06
"40872",12,"environnement",4.67567201095977e-06
"40873",13,"environnement",6.00734097066616e-06
"40874",14,"environnement",6.57146800023657e-06
"40875",15,"environnement",5.52904684761394e-06
"40876",16,"environnement",5.74867924094439e-06
"40877",17,"environnement",6.02663773880552e-05
"40878",18,"environnement",5.98146940777471e-06
"40879",19,"environnement",6.02834527950423e-06
"40880",20,"environnement",6.60009372133084e-06
"40881",1,"generator",6.17730089014906e-06
"40882",2,"generator",6.11459983001412e-06
"40883",3,"generator",6.57838474341011e-06
"40884",4,"generator",6.24949222875641e-06
"40885",5,"generator",5.15748376681984e-06
"40886",6,"generator",4.90838499408539e-06
"40887",7,"generator",6.06123055102647e-06
"40888",8,"generator",6.61056500499098e-06
"40889",9,"generator",5.57621854315714e-06
"40890",10,"generator",6.07928604864644e-06
"40891",11,"generator",5.3861027776132e-06
"40892",12,"generator",4.67567201095977e-06
"40893",13,"generator",6.00734097066616e-06
"40894",14,"generator",6.57146800023657e-06
"40895",15,"generator",5.52904684761394e-06
"40896",16,"generator",5.74867924094439e-06
"40897",17,"generator",5.4787615807323e-06
"40898",18,"generator",5.98146940777471e-06
"40899",19,"generator",6.63117980745465e-05
"40900",20,"generator",6.60009372133084e-06
"40901",1,"devbox",6.17730089014906e-06
"40902",2,"devbox",6.11459983001412e-06
"40903",3,"devbox",6.57838474341011e-06
"40904",4,"devbox",6.24949222875641e-06
"40905",5,"devbox",5.15748376681984e-06
"40906",6,"devbox",4.90838499408539e-06
"40907",7,"devbox",6.06123055102647e-06
"40908",8,"devbox",6.61056500499098e-06
"40909",9,"devbox",5.57621854315714e-06
"40910",10,"devbox",6.07928604864644e-06
"40911",11,"devbox",5.3861027776132e-06
"40912",12,"devbox",4.67567201095977e-06
"40913",13,"devbox",6.00734097066616e-06
"40914",14,"devbox",6.57146800023657e-06
"40915",15,"devbox",5.52904684761394e-06
"40916",16,"devbox",5.74867924094439e-06
"40917",17,"devbox",6.02663773880552e-05
"40918",18,"devbox",5.98146940777471e-06
"40919",19,"devbox",6.02834527950423e-06
"40920",20,"devbox",6.60009372133084e-06
"40921",1,"defensive",6.17730089014906e-06
"40922",2,"defensive",6.11459983001412e-06
"40923",3,"defensive",6.57838474341011e-06
"40924",4,"defensive",6.24949222875641e-06
"40925",5,"defensive",5.15748376681984e-06
"40926",6,"defensive",4.90838499408539e-06
"40927",7,"defensive",6.06123055102647e-06
"40928",8,"defensive",6.61056500499098e-06
"40929",9,"defensive",5.57621854315714e-06
"40930",10,"defensive",6.07928604864644e-06
"40931",11,"defensive",5.3861027776132e-06
"40932",12,"defensive",5.14323921205575e-05
"40933",13,"defensive",6.00734097066616e-06
"40934",14,"defensive",6.57146800023657e-06
"40935",15,"defensive",5.52904684761394e-06
"40936",16,"defensive",5.74867924094439e-06
"40937",17,"defensive",5.4787615807323e-06
"40938",18,"defensive",5.98146940777471e-06
"40939",19,"defensive",6.02834527950423e-06
"40940",20,"defensive",6.60009372133084e-06
"40941",1,"needful",6.17730089014906e-06
"40942",2,"needful",6.11459983001412e-06
"40943",3,"needful",6.57838474341011e-06
"40944",4,"needful",6.24949222875641e-06
"40945",5,"needful",5.15748376681984e-06
"40946",6,"needful",4.90838499408539e-06
"40947",7,"needful",6.06123055102647e-06
"40948",8,"needful",6.61056500499098e-06
"40949",9,"needful",5.57621854315714e-06
"40950",10,"needful",6.07928604864644e-06
"40951",11,"needful",5.3861027776132e-06
"40952",12,"needful",4.67567201095977e-06
"40953",13,"needful",6.00734097066616e-06
"40954",14,"needful",6.57146800023657e-06
"40955",15,"needful",5.52904684761394e-06
"40956",16,"needful",5.74867924094439e-06
"40957",17,"needful",5.4787615807323e-06
"40958",18,"needful",5.98146940777471e-06
"40959",19,"needful",6.02834527950423e-06
"40960",20,"needful",7.26010309346392e-05
"40961",1,"hint",6.17730089014906e-06
"40962",2,"hint",6.11459983001412e-06
"40963",3,"hint",6.57838474341011e-06
"40964",4,"hint",6.24949222875641e-06
"40965",5,"hint",5.15748376681984e-06
"40966",6,"hint",4.90838499408539e-06
"40967",7,"hint",6.06123055102647e-06
"40968",8,"hint",6.61056500499098e-06
"40969",9,"hint",5.57621854315714e-06
"40970",10,"hint",6.07928604864644e-06
"40971",11,"hint",5.3861027776132e-06
"40972",12,"hint",4.67567201095977e-06
"40973",13,"hint",6.00734097066616e-06
"40974",14,"hint",6.57146800023657e-06
"40975",15,"hint",5.52904684761394e-06
"40976",16,"hint",5.74867924094439e-06
"40977",17,"hint",5.4787615807323e-06
"40978",18,"hint",5.98146940777471e-06
"40979",19,"hint",6.02834527950423e-06
"40980",20,"hint",7.26010309346392e-05
"40981",1,"gemfire",6.17730089014906e-06
"40982",2,"gemfire",6.11459983001412e-06
"40983",3,"gemfire",6.57838474341011e-06
"40984",4,"gemfire",6.24949222875641e-06
"40985",5,"gemfire",5.15748376681984e-06
"40986",6,"gemfire",4.90838499408539e-06
"40987",7,"gemfire",6.06123055102647e-06
"40988",8,"gemfire",6.61056500499098e-06
"40989",9,"gemfire",5.57621854315714e-06
"40990",10,"gemfire",6.68721465351109e-05
"40991",11,"gemfire",5.3861027776132e-06
"40992",12,"gemfire",4.67567201095977e-06
"40993",13,"gemfire",6.00734097066616e-06
"40994",14,"gemfire",6.57146800023657e-06
"40995",15,"gemfire",5.52904684761394e-06
"40996",16,"gemfire",5.74867924094439e-06
"40997",17,"gemfire",5.4787615807323e-06
"40998",18,"gemfire",5.98146940777471e-06
"40999",19,"gemfire",6.02834527950423e-06
"41000",20,"gemfire",6.60009372133084e-06
"41001",1,"john",6.17730089014906e-06
"41002",2,"john",6.11459983001412e-06
"41003",3,"john",6.57838474341011e-06
"41004",4,"john",6.24949222875641e-06
"41005",5,"john",5.15748376681984e-06
"41006",6,"john",4.90838499408539e-06
"41007",7,"john",6.06123055102647e-06
"41008",8,"john",6.61056500499098e-06
"41009",9,"john",5.57621854315714e-06
"41010",10,"john",6.07928604864644e-06
"41011",11,"john",5.92471305537452e-05
"41012",12,"john",4.67567201095977e-06
"41013",13,"john",6.00734097066616e-06
"41014",14,"john",6.57146800023657e-06
"41015",15,"john",5.52904684761394e-06
"41016",16,"john",5.74867924094439e-06
"41017",17,"john",5.4787615807323e-06
"41018",18,"john",5.98146940777471e-06
"41019",19,"john",6.02834527950423e-06
"41020",20,"john",6.60009372133084e-06
"41021",1,"buffer",6.17730089014906e-06
"41022",2,"buffer",6.11459983001412e-06
"41023",3,"buffer",6.57838474341011e-06
"41024",4,"buffer",6.24949222875641e-06
"41025",5,"buffer",5.15748376681984e-06
"41026",6,"buffer",4.90838499408539e-06
"41027",7,"buffer",6.06123055102647e-06
"41028",8,"buffer",6.61056500499098e-06
"41029",9,"buffer",6.13384039747285e-05
"41030",10,"buffer",6.07928604864644e-06
"41031",11,"buffer",5.3861027776132e-06
"41032",12,"buffer",4.67567201095977e-06
"41033",13,"buffer",6.00734097066616e-06
"41034",14,"buffer",6.57146800023657e-06
"41035",15,"buffer",5.52904684761394e-06
"41036",16,"buffer",5.74867924094439e-06
"41037",17,"buffer",5.4787615807323e-06
"41038",18,"buffer",5.98146940777471e-06
"41039",19,"buffer",6.02834527950423e-06
"41040",20,"buffer",6.60009372133084e-06
"41041",1,"blockchain",6.17730089014906e-06
"41042",2,"blockchain",6.11459983001412e-06
"41043",3,"blockchain",6.57838474341011e-06
"41044",4,"blockchain",6.24949222875641e-06
"41045",5,"blockchain",5.15748376681984e-06
"41046",6,"blockchain",4.90838499408539e-06
"41047",7,"blockchain",6.06123055102647e-06
"41048",8,"blockchain",6.61056500499098e-06
"41049",9,"blockchain",5.57621854315714e-06
"41050",10,"blockchain",6.68721465351109e-05
"41051",11,"blockchain",5.3861027776132e-06
"41052",12,"blockchain",4.67567201095977e-06
"41053",13,"blockchain",6.00734097066616e-06
"41054",14,"blockchain",6.57146800023657e-06
"41055",15,"blockchain",5.52904684761394e-06
"41056",16,"blockchain",5.74867924094439e-06
"41057",17,"blockchain",5.4787615807323e-06
"41058",18,"blockchain",5.98146940777471e-06
"41059",19,"blockchain",6.02834527950423e-06
"41060",20,"blockchain",6.60009372133084e-06
"41061",1,"hashtag",6.17730089014906e-06
"41062",2,"hashtag",6.11459983001412e-06
"41063",3,"hashtag",6.57838474341011e-06
"41064",4,"hashtag",6.24949222875641e-06
"41065",5,"hashtag",5.67323214350183e-05
"41066",6,"hashtag",4.90838499408539e-06
"41067",7,"hashtag",6.06123055102647e-06
"41068",8,"hashtag",6.61056500499098e-06
"41069",9,"hashtag",5.57621854315714e-06
"41070",10,"hashtag",6.07928604864644e-06
"41071",11,"hashtag",5.3861027776132e-06
"41072",12,"hashtag",4.67567201095977e-06
"41073",13,"hashtag",6.00734097066616e-06
"41074",14,"hashtag",6.57146800023657e-06
"41075",15,"hashtag",5.52904684761394e-06
"41076",16,"hashtag",5.74867924094439e-06
"41077",17,"hashtag",5.4787615807323e-06
"41078",18,"hashtag",5.98146940777471e-06
"41079",19,"hashtag",6.02834527950423e-06
"41080",20,"hashtag",6.60009372133084e-06
"41081",1,"convention",6.17730089014906e-06
"41082",2,"convention",6.11459983001412e-06
"41083",3,"convention",6.57838474341011e-06
"41084",4,"convention",6.24949222875641e-06
"41085",5,"convention",5.15748376681984e-06
"41086",6,"convention",4.90838499408539e-06
"41087",7,"convention",6.06123055102647e-06
"41088",8,"convention",6.61056500499098e-06
"41089",9,"convention",5.57621854315714e-06
"41090",10,"convention",6.07928604864644e-06
"41091",11,"convention",5.92471305537452e-05
"41092",12,"convention",4.67567201095977e-06
"41093",13,"convention",6.00734097066616e-06
"41094",14,"convention",6.57146800023657e-06
"41095",15,"convention",5.52904684761394e-06
"41096",16,"convention",5.74867924094439e-06
"41097",17,"convention",5.4787615807323e-06
"41098",18,"convention",5.98146940777471e-06
"41099",19,"convention",6.02834527950423e-06
"41100",20,"convention",6.60009372133084e-06
"41101",1,"reward",6.17730089014906e-06
"41102",2,"reward",6.11459983001412e-06
"41103",3,"reward",6.57838474341011e-06
"41104",4,"reward",6.24949222875641e-06
"41105",5,"reward",5.15748376681984e-06
"41106",6,"reward",5.39922349349393e-05
"41107",7,"reward",6.06123055102647e-06
"41108",8,"reward",6.61056500499098e-06
"41109",9,"reward",5.57621854315714e-06
"41110",10,"reward",6.07928604864644e-06
"41111",11,"reward",5.3861027776132e-06
"41112",12,"reward",4.67567201095977e-06
"41113",13,"reward",6.00734097066616e-06
"41114",14,"reward",6.57146800023657e-06
"41115",15,"reward",5.52904684761394e-06
"41116",16,"reward",5.74867924094439e-06
"41117",17,"reward",5.4787615807323e-06
"41118",18,"reward",5.98146940777471e-06
"41119",19,"reward",6.02834527950423e-06
"41120",20,"reward",6.60009372133084e-06
"41121",1,"lane",6.17730089014906e-06
"41122",2,"lane",6.11459983001412e-06
"41123",3,"lane",6.57838474341011e-06
"41124",4,"lane",6.24949222875641e-06
"41125",5,"lane",5.15748376681984e-06
"41126",6,"lane",4.90838499408539e-06
"41127",7,"lane",6.06123055102647e-06
"41128",8,"lane",6.61056500499098e-06
"41129",9,"lane",6.13384039747285e-05
"41130",10,"lane",6.07928604864644e-06
"41131",11,"lane",5.3861027776132e-06
"41132",12,"lane",4.67567201095977e-06
"41133",13,"lane",6.00734097066616e-06
"41134",14,"lane",6.57146800023657e-06
"41135",15,"lane",5.52904684761394e-06
"41136",16,"lane",5.74867924094439e-06
"41137",17,"lane",5.4787615807323e-06
"41138",18,"lane",5.98146940777471e-06
"41139",19,"lane",6.02834527950423e-06
"41140",20,"lane",6.60009372133084e-06
"41141",1,"bc",6.17730089014906e-06
"41142",2,"bc",6.11459983001412e-06
"41143",3,"bc",6.57838474341011e-06
"41144",4,"bc",6.24949222875641e-06
"41145",5,"bc",5.15748376681984e-06
"41146",6,"bc",4.90838499408539e-06
"41147",7,"bc",6.06123055102647e-06
"41148",8,"bc",6.61056500499098e-06
"41149",9,"bc",5.57621854315714e-06
"41150",10,"bc",6.07928604864644e-06
"41151",11,"bc",0.000166969186106009
"41152",12,"bc",4.67567201095977e-06
"41153",13,"bc",6.00734097066616e-06
"41154",14,"bc",6.57146800023657e-06
"41155",15,"bc",5.52904684761394e-06
"41156",16,"bc",5.74867924094439e-06
"41157",17,"bc",5.4787615807323e-06
"41158",18,"bc",5.98146940777471e-06
"41159",19,"bc",6.63117980745465e-05
"41160",20,"bc",6.60009372133084e-06
"41161",1,"enqueue",6.17730089014906e-06
"41162",2,"enqueue",6.11459983001412e-06
"41163",3,"enqueue",6.57838474341011e-06
"41164",4,"enqueue",6.24949222875641e-06
"41165",5,"enqueue",5.15748376681984e-06
"41166",6,"enqueue",4.90838499408539e-06
"41167",7,"enqueue",6.06123055102647e-06
"41168",8,"enqueue",6.61056500499098e-06
"41169",9,"enqueue",5.57621854315714e-06
"41170",10,"enqueue",6.07928604864644e-06
"41171",11,"enqueue",5.3861027776132e-06
"41172",12,"enqueue",4.67567201095977e-06
"41173",13,"enqueue",6.00734097066616e-06
"41174",14,"enqueue",6.57146800023657e-06
"41175",15,"enqueue",5.52904684761394e-06
"41176",16,"enqueue",5.74867924094439e-06
"41177",17,"enqueue",5.4787615807323e-06
"41178",18,"enqueue",5.98146940777471e-06
"41179",19,"enqueue",6.63117980745465e-05
"41180",20,"enqueue",6.60009372133084e-06
"41181",1,"tombstone",6.17730089014906e-06
"41182",2,"tombstone",6.11459983001412e-06
"41183",3,"tombstone",6.57838474341011e-06
"41184",4,"tombstone",6.24949222875641e-06
"41185",5,"tombstone",5.15748376681984e-06
"41186",6,"tombstone",5.39922349349393e-05
"41187",7,"tombstone",6.06123055102647e-06
"41188",8,"tombstone",6.61056500499098e-06
"41189",9,"tombstone",5.57621854315714e-06
"41190",10,"tombstone",6.07928604864644e-06
"41191",11,"tombstone",5.3861027776132e-06
"41192",12,"tombstone",4.67567201095977e-06
"41193",13,"tombstone",6.00734097066616e-06
"41194",14,"tombstone",6.57146800023657e-06
"41195",15,"tombstone",5.52904684761394e-06
"41196",16,"tombstone",5.74867924094439e-06
"41197",17,"tombstone",5.4787615807323e-06
"41198",18,"tombstone",5.98146940777471e-06
"41199",19,"tombstone",6.02834527950423e-06
"41200",20,"tombstone",6.60009372133084e-06
"41201",1,"mis",6.17730089014906e-06
"41202",2,"mis",6.11459983001412e-06
"41203",3,"mis",6.57838474341011e-06
"41204",4,"mis",6.24949222875641e-06
"41205",5,"mis",5.15748376681984e-06
"41206",6,"mis",4.90838499408539e-06
"41207",7,"mis",6.06123055102647e-06
"41208",8,"mis",6.61056500499098e-06
"41209",9,"mis",5.57621854315714e-06
"41210",10,"mis",6.07928604864644e-06
"41211",11,"mis",5.92471305537452e-05
"41212",12,"mis",4.67567201095977e-06
"41213",13,"mis",6.00734097066616e-06
"41214",14,"mis",6.57146800023657e-06
"41215",15,"mis",5.52904684761394e-06
"41216",16,"mis",5.74867924094439e-06
"41217",17,"mis",5.4787615807323e-06
"41218",18,"mis",5.98146940777471e-06
"41219",19,"mis",6.02834527950423e-06
"41220",20,"mis",6.60009372133084e-06
"41221",1,"simulate",6.17730089014906e-06
"41222",2,"simulate",6.11459983001412e-06
"41223",3,"simulate",6.57838474341011e-06
"41224",4,"simulate",6.24949222875641e-06
"41225",5,"simulate",5.15748376681984e-06
"41226",6,"simulate",4.90838499408539e-06
"41227",7,"simulate",6.06123055102647e-06
"41228",8,"simulate",6.61056500499098e-06
"41229",9,"simulate",5.57621854315714e-06
"41230",10,"simulate",6.07928604864644e-06
"41231",11,"simulate",5.3861027776132e-06
"41232",12,"simulate",4.67567201095977e-06
"41233",13,"simulate",6.00734097066616e-06
"41234",14,"simulate",6.57146800023657e-06
"41235",15,"simulate",6.08195153237533e-05
"41236",16,"simulate",5.74867924094439e-06
"41237",17,"simulate",5.4787615807323e-06
"41238",18,"simulate",5.98146940777471e-06
"41239",19,"simulate",6.02834527950423e-06
"41240",20,"simulate",6.60009372133084e-06
"41241",1,"position",6.17730089014906e-06
"41242",2,"position",6.11459983001412e-06
"41243",3,"position",6.57838474341011e-06
"41244",4,"position",6.24949222875641e-06
"41245",5,"position",5.15748376681984e-06
"41246",6,"position",4.90838499408539e-06
"41247",7,"position",6.06123055102647e-06
"41248",8,"position",6.61056500499098e-06
"41249",9,"position",5.57621854315714e-06
"41250",10,"position",6.68721465351109e-05
"41251",11,"position",5.3861027776132e-06
"41252",12,"position",4.67567201095977e-06
"41253",13,"position",6.00734097066616e-06
"41254",14,"position",6.57146800023657e-06
"41255",15,"position",5.52904684761394e-06
"41256",16,"position",5.74867924094439e-06
"41257",17,"position",5.4787615807323e-06
"41258",18,"position",5.98146940777471e-06
"41259",19,"position",6.02834527950423e-06
"41260",20,"position",6.60009372133084e-06
"41261",1,"dictate",6.17730089014906e-06
"41262",2,"dictate",6.11459983001412e-06
"41263",3,"dictate",6.57838474341011e-06
"41264",4,"dictate",6.24949222875641e-06
"41265",5,"dictate",5.15748376681984e-06
"41266",6,"dictate",4.90838499408539e-06
"41267",7,"dictate",6.06123055102647e-06
"41268",8,"dictate",6.61056500499098e-06
"41269",9,"dictate",5.57621854315714e-06
"41270",10,"dictate",6.07928604864644e-06
"41271",11,"dictate",5.3861027776132e-06
"41272",12,"dictate",4.67567201095977e-06
"41273",13,"dictate",6.00734097066616e-06
"41274",14,"dictate",6.57146800023657e-06
"41275",15,"dictate",5.52904684761394e-06
"41276",16,"dictate",5.74867924094439e-06
"41277",17,"dictate",5.4787615807323e-06
"41278",18,"dictate",6.57961634855218e-05
"41279",19,"dictate",6.02834527950423e-06
"41280",20,"dictate",6.60009372133084e-06
"41281",1,"center",6.17730089014906e-06
"41282",2,"center",6.11459983001412e-06
"41283",3,"center",6.57838474341011e-06
"41284",4,"center",6.24949222875641e-06
"41285",5,"center",5.15748376681984e-06
"41286",6,"center",4.90838499408539e-06
"41287",7,"center",6.66735360612912e-05
"41288",8,"center",6.61056500499098e-06
"41289",9,"center",5.57621854315714e-06
"41290",10,"center",6.07928604864644e-06
"41291",11,"center",5.3861027776132e-06
"41292",12,"center",4.67567201095977e-06
"41293",13,"center",6.00734097066616e-06
"41294",14,"center",6.57146800023657e-06
"41295",15,"center",5.52904684761394e-06
"41296",16,"center",5.74867924094439e-06
"41297",17,"center",5.4787615807323e-06
"41298",18,"center",5.98146940777471e-06
"41299",19,"center",6.02834527950423e-06
"41300",20,"center",6.60009372133084e-06
